route_id,agency_id,route_short_name,route_long_name,route_type
"vvs-31-403-1","vvs-83","403","Aldingen Berliner Straße - Neckargröningen - Hochberg","3"
"vvs-31-411-1","vvs-82","411","Kornwestheim Friedhof - Realschule - Bahnhof","3"
"vvs-31-412-1","vvs-82","412","Pattonville - Kornwestheim - Stammheim","3"
"vvs-31-413-1","vvs-82","413","Ludwigsburg - Kornwestheim Bf - Stadion - Rathaus - Bf - Ludwigsburg","3"
"vvs-31-414-1","vvs-82","414","Kornwestheim Bf - Mühlhäuser Straße - Bahnhof","3"
"vvs-31-415-1","vvs-82","415","Wüstenrot & Württembergische - Kornwestheim Bf","3"
"vvs-31-420-1","vvs-82","420","Bahnhof (Arena) -  Gewerbegebiet West","3"
"vvs-31-421-1","vvs-82","421","Neckarweihingen - Ludwigsburg ZOB - Oststadt - Oßweil-Süd","3"
"vvs-31-421a-1","vvs-82","421A","Oßweil-Süd - Oststadt - Ludw. ZOB - Neckarweih. (Schülerverkehr)","3"
"vvs-31-422-1","vvs-82","422","Pflugfelden - Ludwigsburg ZOB - Schlösslesfeld","3"
"vvs-31-422a-1","vvs-82","422A","Pflugfelden - Ludw. ZOB - Schlösslesfeld (Schülerverkehr)","3"
"vvs-31-423-1","vvs-82","423","Ludwigsburg Kreisberufsschule - ZOB","3"
"vvs-31-424-1","vvs-82","424","Ludwigsburg IKEA - Breuningerland - Päd. Hochschule - ZOB","3"
"vvs-31-425-1","vvs-82","425","Oßweil - Ludwigsburg ZOB - Eglosheim","3"
"vvs-31-425a-1","vvs-82","425A","Oßweil - Ludw. ZOB - Eglosheim (Schülerverkehr)","3"
"vvs-31-426-1","vvs-82","426","(Monrepos -) Eglosheim - Ludwigsburg ZOB - Oststadt","3"
"vvs-31-427-1","vvs-82","427","Hoheneck - Ludwigsburg ZOB - Grünbühl","3"
"vvs-31-427a-1","vvs-82","427A","Hoheneck - Ludw. ZOB - Grünbühl (- Pattonville)","3"
"vvs-31-428-1","vvs-82","428","Neckarweihingen Au - Immanuel-Dornfeld-Straße","3"
"vvs-31-429-1","vvs-82","429","Neckarweih. - Ludwigsburg ZOB - Kornwestheim W&W","3"
"vvs-31-430-1","vvs-82","430","Ludwigsburg Heilbronner Straße - ZOB - Poppenweiler","3"
"vvs-31-430a-1","vvs-82","430A","Ludwigsburg ZOB - Neckarweih. - Poppenweiler (Schülerverkehr)","3"
"vvs-31-431-1","vvs-82","431","Ludwigsburg - Neckargröningen - Neckarrems (- Hegnach - Waiblingen)","3"
"vvs-31-433-1","vvs-82","433","Poppenweiler - Ludwigsburg ZOB - Asperg","3"
"vvs-31-433a-1","vvs-82","433A","Poppenweiler - Ludwigsburg (Schülerverkehr)","3"
"vvs-31-443-1","vvs-26","443","Marbach (N) -  Neckarweihingen - Ludwigsburg","3"
"vvs-31-444-1","vvs-26","444","(Steinheim -) Höpfigh. - Freiberg - Ludwigsburg","3"
"vvs-31-444a-1","vvs-26","444A","Höpfigheim - Pleidelsheim - Freiberg (N) (Schülerverkehr)","3"
"vvs-31-446-1","vvs-26","446","Kleiningersheim - Großingersheim - Freiberg (N)","3"
"vvs-31-446a-1","vvs-26","446A","Kleiningersheim - Großingersheim - Freiberg (N) (Schülerverkehr)","3"
"vvs-31-451-1","vvs-82","451","Marbach (N) - Poppenweiler - Neckargröningen","3"
"vvs-31-455-1","vvs-26","455","(Marbach -) Burgstall - Backnang","3"
"vvs-31-456-1","vvs-26","456","(Winnenden -) Affalterbach - Marbach (N)","3"
"vvs-31-456a-1","vvs-26","456A","Affalterbach - Erdmannhausen - Marbach (N) (Schülerverkehr)","3"
"vvs-31-457-1","vvs-26","457","(Backnang -)  Aspach - Rielingshausen - Marbach - Hörnle","3"
"vvs-31-459-1","vvs-26","459","Besigheim - Pleidelsheim - Freiberg (N)","3"
"vvs-31-459a-1","vvs-26","459A","Besigheim - Hessigheim - Mundelsheim (Schülerverkehr)","3"
"vvs-31-046e-1","vvs-71","R46E","Dettenhausen - Böblingen (Schienenersatzverkehr)","3"
"vvs-31-046z-1","vvs-110","RB46Z","Dettenhausen - Weil i. S. - Böblingen - Sindelfingen","3"
"vvs-31-460-1","vvs-26","460","Beilstein - Oberstenfeld - Großbottwar - Steinheim (M) - Marbach (N)","3"
"vvs-31-460a-1","vvs-26","460A","Marbach (N) - Steinheim (M) - Großbottwar - Oberstenfeld - Beilstein","3"
"vvs-31-461-1","vvs-26","461","Winzerhausen - Großbottwar - Steinheim - Marbach (N)","3"
"vvs-31-463-1","vvs-26","463","Oberstenfeld - Gronau - Prevorst","3"
"vvs-31-464-1","vvs-26","464","Besigheim - Neckartal - Bottwartal - Marbach","3"
"vvs-31-465-1","vvs-26","465","Hof und Lembach - Großbottwar","3"
"vvs-31-467-1","vvs-26","467","Backnang - Kleinaspach - Oberstenfeld - Prevorst (Berg- und Talbus)","3"
"vvs-31-047e-1","vvs-71","RB47E","Heimerdingen - Schwieberdingen (Schienenersatzverkehr)","3"
"vvs-31-477-1","vvs-26","477","Großaspach - Zwingelhausen - Kirchberg - Burgstall","3"
"vvs-31-488-1","vvs-26","488","Kirchberg (M) Bf - Zwingelhausen - Kirchberg (M) Bf (Ortsbus Kirchberg(M))","3"
"vvs-31-501-1","vvs-127","501","(Hemmingen -) Schwieberdingen - Münchingen - Kallenberg - Feuerbach","3"
"vvs-31-502-1","vvs-80","502","Feuerbach - Schwieberdingen - Hemmingen - Eberdingen - Riet","3"
"vvs-31-503-1","vvs-84","503","Feuerbach - Schwieberdingen - Vaihingen (E)","3"
"vvs-31-504-1","vvs-127","504","Schwieberdingen - Münchingen - Kallenberg - Feuerbach","3"
"vvs-31-508-1","vvs-28","508","Ludwigsburg - Möglingen - Zuffenhausen","3"
"vvs-31-531-1","vvs-28","531","Schwieberdingen -  Markgröningen - Asperg","3"
"vvs-31-531a-1","vvs-28","531A","Markgröningen - Schwieberdingen - Hemmingen","3"
"vvs-31-532-1","vvs-28","532","Oberriexingen - Markgröningen - Asperg - Ludwigsburg","3"
"vvs-31-532a-1","vvs-28","532A","Markgröningen - Unterriexingen","3"
"vvs-31-533-1","vvs-28","533","Aldingen - Ludwigsburg - Möglingen - Markgröningen","3"
"vvs-31-533a-1","vvs-28","533A","Markgröningen - Möglingen","3"
"vvs-31-534-1","vvs-28","534","Hemmingen - Schwieberdingen - Möglingen - Ludwigsburg","3"
"vvs-31-534a-1","vvs-28","534A","Unterriex. - Markgr. - Mögl. - Ludwigsburg","3"
"vvs-31-535-1","vvs-28","535","Ditzingen - Münchingen - Möglingen - Ludwigsburg","3"
"vvs-31-536-1","vvs-28","536","Möglingen - Tamm - Ludw. Breuningerland - IKEA","3"
"vvs-31-536a-1","vvs-28","536A","Möglingen - Asperg - Tamm","3"
"vvs-31-541-1","vvs-85","541","(Tamm -) Bissingen - Unterriexingen","3"
"vvs-31-542-1","vvs-85","542","Hoheneck - Tamm - Bissingen - Bietigheim","3"
"vvs-31-544-1","vvs-85","544","Eichwald - Sachsenheim - Bietigheim","3"
"vvs-31-551-1","vvs-85","551","Tammerfeld - Buch - Bietigheim - Metterzimmern - Sachsenheim","3"
"vvs-31-551a-1","vvs-85","551A","Sachsenheim - Metterzimmern - Bietigheim (Schülerverkehr)","3"
"vvs-31-554-1","vvs-85","554","Bönnigheim - Bietigheim - ZOB - Bissingen - Sachsenheim","3"
"vvs-31-554a-1","vvs-85","554A","Bönnigh. - Bietigh. - ZOB - Bissingen - Ellental (Schülerverkehr)","3"
"vvs-31-556-1","vvs-85","556","Kronenzentrum - Ellental - Bissingen - ZOB","3"
"vvs-31-558-1","vvs-85","558","Bietigheim ZOB - Laiern - Bruchwald - ZOB","3"
"vvs-31-559-1","vvs-85","559","Bietigheim ZOB - Gustav-Rau-Str. - Büttenwiesen - ZOB","3"
"vvs-31-560-1","vvs-26","560","Stadtverkehr Besigheim","3"
"vvs-31-561-1","vvs-85","561","Buchzentrum - ZOB - Kronenzentrum - Ellentalgymnasien","3"
"vvs-31-562-1","vvs-28","562","Sachsenheim - Oberriexingen","3"
"vvs-31-563-1","vvs-85","563","Bietigheim Kronenzentrum - Bietigheim Kammgarnspinnerei","3"
"vvs-31-564-1","vvs-85","564","Freiberg (N) - Bietigheim ZOB - Bietgh. Krankenhaus","3"
"vvs-31-566-1","vvs-26","566","Bietigheim - Sachsenheim - Sersheim - Vaihingen (E)","3"
"vvs-31-567-1","vvs-26","567","(Murr -) Pleidelsheim - Großingersheim - Bietigheim - Freudental - Hohenhaslach","3"
"vvs-31-567a-1","vvs-26","567A","Bietigheim - Großingersheim - Kleiningersheim (Schülerverkehr)","3"
"vvs-31-568-1","vvs-26","568","Ottmarsheim - Besigheim - Löchgau - Freudental","3"
"vvs-31-568a-1","vvs-26","568A","Freudental - Löchgau - Besigheim - Ottmarsheim (Schülerverkehr)","3"
"vvs-31-571-1","vvs-26","571","Häfnerhaslach - Sachsenheim (- Bietigheim)","3"
"vvs-31-571a-1","vvs-26","571A","Bietigh. - Großsachsenh. - Hohenhasl. - Häfnerhasl. (Schülerverkehr)","3"
"vvs-31-572-1","vvs-26","572","Kirbachtal - Tripsdrill - Bietigheim (Fahrrad- & Wanderbus ''Stromer'')","3"
"vvs-31-573-1","vvs-26","573","(Ottmarsheim -) Gemmrigheim - Kirchheim (N)","3"
"vvs-31-574-1","vvs-26","574","Bönnigheim - Kirchheim (N) - Besigheim","3"
"vvs-31-574a-1","vvs-26","574A","Besigh. - Gemmrigh. - Kirchheim (N) - Bönnigh. (Schülerverkehr)","3"
"vvs-31-578-1","vvs-98","578","Sachsenheim - Sersheim - Kleinglattbach - Vaihingen (E)","3"
"vvs-31-579-1","vvs-98","579","Oberriexingen - Enzweihingen - Vaihingen (E) -","3"
"vvs-31-590-1","vvs-26","590","Vaihingen (E) - Ensingen - Horrheim - Hohenhaslach","3"
"vvs-31-591-1","vvs-98","591","Roßwag - Vaihingen (E) - Kleinglattbach - Ensingen","3"
"vvs-31-591a-1","vvs-98","591A","Vaihingen (E) - Kleinglattbach - Ensingen Schülerverkehr","3"
"vvs-31-592-1","vvs-26","592","(Hochdorf -) Eberdingen - Vaihingen (E) - Gündelbach","3"
"vvs-31-592a-1","vvs-26","592A","Eberdingen - Nußdorf - Aurich - Vaihingen (E) (Schülerverkehr)","3"
"vvs-31-592b-1","vvs-26","592B","Vaihingen (E) - Horrheim - Gündelbach (Schülerverkehr)","3"
"vvs-31-595-1","vvs-80","595","Hochdorf - Riet - Enzweihingen - Vaihingen (E)","3"
"vvs-31-061e-1","vvs-71","RB61E","Schienenersatzverkehr Oberndorf - Rudersberg Nord - Schorndorf","3"
"vvs-31-612-1","vvs-127","612","Münchingen - Kallenberg - Neuwirtshaus - Korntal","3"
"vvs-31-612a-1","vvs-127","612A","Kallenberg - Münchingen (Schülerverkehr)","3"
"vvs-31-620-1","vvs-98","620","Heimerdingen - Ditzingen","3"
"vvs-31-620-2","vvs-127","620","Heimerdingen - Ditzingen","3"
"vvs-31-620a-1","vvs-98","620A","Ditzingen - Heimerdingen (Schülerverkehr)","3"
"vvs-31-620a-2","vvs-127","620A","Heimerdingen - Ditzingen (Schülerverkehr)","3"
"vvs-31-622-1","vvs-127","622","Stadtverkehr Ditzingen: Bf - Am Maurener Berg - Bf","3"
"vvs-31-623-1","vvs-26","623","Ditzingen - Schöckingen","3"
"vvs-31-623-2","vvs-127","623","Schöckingen - Ditzingen","3"
"vvs-31-623a-1","vvs-26","623A","Ditzingen - Hirschlanden - Schöckingen (Schülerverkehr)","3"
"vvs-31-623a-2","vvs-127","623A","Ditzingen - Hirschlanden - Schöckingen (Schülerverkehr)","3"
"vvs-31-624-1","vvs-26","624","Stadtverkehr Ditzingen","3"
"vvs-31-624-2","vvs-127","624","Stadtverkehr Ditzingen: Bf - ''Ob dem Korntaler Weg'' - Bf","3"
"vvs-31-625-1","vvs-98","625","Ditzingen Bahnhof Süd - Gewerbegebiet Süd","3"
"vvs-31-625-2","vvs-127","625","Gewerbegebiet Süd - Ditzingen Bahnhof Süd","3"
"vvs-31-626-1","vvs-26","626","Ditzingen Bahnhof - Industriegebiet Ost","3"
"vvs-31-626-2","vvs-127","626","Stadtverkehr Ditzingen: Bf - Industriegebiet Ost und zurück","3"
"vvs-31-631-1","vvs-42","631","Böblingen - Sindelfingen - Leonberg","3"
"vvs-31-631-2","vvs-53","631","(Böblingen -) Warmbronn - Leonberg","3"
"vvs-31-631a-1","vvs-53","631A","Schülerverkehr: Warmbronn - Eltingen - Leonberg / Ramtel","3"
"vvs-31-632-1","vvs-42","632","Warmbronn - Eltingen - Leonberg","3"
"vvs-31-632a-1","vvs-42","632A","Warmbronn - Eltingen - Leonberg / Ramtel","3"
"vvs-31-634-1","vvs-58","634","Leonberg - Rutesheim -  Weissach","3"
"vvs-31-634a-1","vvs-58","634A","Rutesheim - Flacht - Weissach (Schülerverkehr)","3"
"vvs-31-635-1","vvs-58","635","Leonberg - Gerlingen","3"
"vvs-31-635-2","vvs-53","635","Gerlingen - Leonberg","3"
"vvs-31-636-1","vvs-58","636","Renningen - Rutesheim - Weissach","3"
"vvs-31-637-1","vvs-58","637","Renningen - Robert-Bosch-Campus - Malmsheim","3"
"vvs-31-638-1","vvs-53","638","Leonberg Golfplatz - Gerlingen - Ditzingen","3"
"vvs-31-064e-1","vvs-10","RB64E","Kirchheim (T) - Oberlenningen (Ergänzungsverkehr)","3"
"vvs-31-640-1","vvs-42","640","Ramtel - Leonberg Bf - Blosenbergkirche","3"
"vvs-31-640-2","vvs-53","640","Ramtel - Leonberg Bf - Blosenbergkirche","3"
"vvs-31-641-1","vvs-42","641","Leonberg Bf - Hertich - Längenbühl","3"
"vvs-31-641-2","vvs-53","641","Leonberg Längenbühl - Gewerbegebiet Hertichstraße - Bahnhof","3"
"vvs-31-642-1","vvs-42","642","Leonberg Bf - Ramtel - Waldfriedhof","3"
"vvs-31-642-2","vvs-53","642","Waldfriedhof - Ramtel - Leonberg Bf","3"
"vvs-31-643-1","vvs-42","643","Leonberg Bf - Haldengebiet - Leonberg Bf","3"
"vvs-31-065e-1","vvs-71","RB65E","Nürtingen - Neuffen (Schienenersatzverkehr)","3"
"vvs-31-650-1","vvs-53","650","Hemmingen - Schöckingen - Hirschlanden - Höfingen - Leonberg","3"
"vvs-31-651-1","vvs-42","651","(Hemmingen - Schöckingen - Hirschlanden -) Höfingen - Leonberg","3"
"vvs-31-651-2","vvs-53","651","Leonberg Höfingen - Haldengebiet - Bahnhof - Ezach","3"
"vvs-31-651a-1","vvs-53","651A","Schülerverkehr: Höfingen - Leonberg","3"
"vvs-31-652-1","vvs-56","652","Leonberg - Heimsheim - Tiefenbronn - Friolzheim - Heimsheim Dieb - Weissach Porsche","3"
"vvs-31-653-1","vvs-56","653","Weissach / Wiernsheim - Mönsheim - Heimsheim - Rutesheim - Leonberg","3"
"vvs-31-653a-1","vvs-56","653A","Rutesheim / JCB-SChule / Weissach - Heckengäu (Schülerverkehr)","3"
"vvs-31-654-1","vvs-53","654","Rutesheim  - Gebersheim - Leonberg und zurück","3"
"vvs-31-654a-1","vvs-53","654A","Schülerverkehr: Rutesheim Schulzentrum - Bahnhof","3"
"vvs-31-655-1","vvs-56","655","Rutesheim Bahnhof - Rutesheim Rathaus","3"
"vvs-31-655a-1","vvs-56","655A","Rutesheim Schulzentrum - Rutesheim Bahnhof","3"
"vvs-31-660-1","vvs-56","660","Schnellbus Leonberg - Heimsheim - Mönsheim - Wiernsheim","3"
"vvs-31-701-1","vvs-55","701","Sindelf. Eichholz - ZOB - Böbl. ZOB - Diezenhalde","3"
"vvs-31-701a-1","vvs-55","701A","(Sindelfingen Eschenried -) ZOB - Böblingen ZOB (- Diezenhalde)","3"
"vvs-31-702-1","vvs-55","702","Mercedes-Benz-Werk - Sindelfingen ZOB - Hinterweil (- Maichingen - Landhaussiedlung)","3"
"vvs-31-703-1","vvs-55","703","Mercedes-Benz-Werk - Böblingen ZOB","3"
"vvs-31-704-1","vvs-55","704","Darmsheim Häslach/Maichingen Bahnhof - Schlüsseläcker - Hinterweil - Sindelfingen ZOB - Goldberg - Böblingen ZOB","3"
"vvs-31-704a-1","vvs-55","704A","Böblinen Waldorfschule - Goldberg -  Sindelfingen ZOB - Hinterweil - Maichingen","3"
"vvs-31-705-1","vvs-55","705","(Waldfriedhof -) Landhaussiedlung - Maichingen - Sindelfingen ZOB - Flugfeld - Böblingen Bahnhof - Reiterhof - Diezenhalde","3"
"vvs-31-705a-1","vvs-55","705A","Landhaussiedlung - Maichingen - Sindelfingen","3"
"vvs-31-706-1","vvs-55","706","Sindelfingen Viehweide - Breuningerland - Goldberg - Böblingen ZOB","3"
"vvs-31-707-1","vvs-55","707","Sindelfingen ZOB - Mercedes-Benz - Hulb","3"
"vvs-31-708-1","vvs-55","708","(Böblingen AWB -) Thermalbad - Goldberg - Sindelfingen ZOB -  Krankenhaus - Eichholz (- Dachsklinge)","3"
"vvs-31-709-1","vvs-55","709","Böblingen Rauher Kapf - Hallenbad - ZOB","3"
"vvs-31-709a-1","vvs-55","709A","Böblingen Rauher Kapf - Böblingen ZOB","3"
"vvs-31-711-1","vvs-55","711","Sindelfingen Breuningerland - Goldberg (Leipziger Straße) - ZOB","3"
"vvs-31-717-1","vvs-55","717","(Böblingen ZOB -)Darmsheim - Dagersheim - Sindelf. ZOB - Viehweide","3"
"vvs-31-717a-1","vvs-55","717A","Darmsheim - Dagersheim - Sindelfingen ZOB","3"
"vvs-31-721-1","vvs-55","721","Böblingen Thermalbad - Kreiskrankenhaus -  ZOB - Grund - Diezenhalde","3"
"vvs-31-721a-1","vvs-55","721A","Böblingen Diezenhalde - Grund - ZOB - Waldburg","3"
"vvs-31-722-1","vvs-55","722","Darmsheim Häslach - Inneres Bühl - Dagersheim -  Böblingen Herrenberger Straße - ZOB","3"
"vvs-31-722a-1","vvs-55","722A","Sindelf. Goldberg Realschule - Dagersheim - Darmsheim Inneres Bühl","3"
"vvs-31-723-1","vvs-55","723","Böblingen Tannenberg - ZOB - Darmsheim Häslach","3"
"vvs-31-723a-1","vvs-55","723A","Dagersheim Ost - Böblingen Kremser Straße - ZOB","3"
"vvs-31-725-1","vvs-55","725","Böblingen AWB - Panzerkaserne - Waldorfschule - Reußensteinstraße - ZOB","3"
"vvs-31-728-1","vvs-55","728","Böblingen Hulb-West - Hulb - ZOB","3"
"vvs-31-734-1","vvs-26","734","Sindelfingen ZOB - Goldberg - Schönaich - Schönaich - Goldberg - Sindelfingen ZOB","3"
"vvs-31-743-1","vvs-55","743","Böblingen - Aidlingen - Deufringen - Gechingen","3"
"vvs-31-744-1","vvs-55","744","(Calw - Gechingen -) Dachtel - Aidlingen - Böblingen (- Sindelfingen)","3"
"vvs-31-745-1","vvs-25","745","(Sindelfingen -) Maichingen - Magstadt","3"
"vvs-31-745a-1","vvs-25","745A","(Sindelfingen -) Maichingen - Magstadt - Döffingen - Schafhausen","3"
"vvs-31-747-1","vvs-42","747","Universität - Büsnau - Warmbronn - Renningen","3"
"vvs-31-747-2","vvs-53","747","Renningen - Warmbronn - Büsnau - Universität","3"
"vvs-31-748-1","vvs-52","748","Ostelsheim - Grafenau - Maichingen - Sindelfingen - Universität","3"
"vvs-31-748a-1","vvs-52","748A","Schülerverkehr Ostelsheim - Schafhausen - Grafenau - Maichingen - Sindelfingen","3"
"vvs-31-751-1","vvs-26","751","Herrenberg ZOB - Hildrizhausen - Holzgerlingen","3"
"vvs-31-752-1","vvs-26","752","(Sindelfingen ZOB -) Holzgerlingen Friedhof Altdorf - Hildrizhausen - Ehningen","3"
"vvs-31-753-1","vvs-26","753","Herrenberg - Nufringen - Gärtringen - Rohrau","3"
"vvs-31-755-1","vvs-26","755","Glashütte - Waldenbuch Schloss","3"
"vvs-31-756-1","vvs-26","756","(Weil im Schönbuch -) Neuweiler - Holzgerlingen - Neuweiler (- Weil i. S.)","3"
"vvs-31-757-1","vvs-26","757","Schönaich - Holzgerlingen Buch","3"
"vvs-31-760-1","vvs-26","760","(Waldenbuch Schloss -) Steinenbronn - Schönaich - Böblingen","3"
"vvs-31-760a-1","vvs-26","760A","Schülerverkehr Schönbuchlichtung - Böblingen - Sindelfingen","3"
"vvs-31-761-1","vvs-26","761","Weil i. S. - Schönaich - Böblingen","3"
"vvs-31-761a-1","vvs-26","761A","Weil im Schönbuch - Neuweiler - Breitenstein","3"
"vvs-31-763-1","vvs-55","763","Calw - Stammheim (CW) - Gechingen - Dachtel - Deufringen - Aidlingen - Böblingen (- Sindelfingen)","3"
"vvs-31-763a-1","vvs-55","763A","Schülerverkehr Stammheim (CW) - Gechingen - Dachtel - Deufringen - Aidlingen - Dagersheim - Böblingen - Sindelfingen","3"
"vvs-31-764-1","vvs-55","764","Ehningen Bahnhof - IBM - Bahnhof - Aidlingen - Dachtel","3"
"vvs-31-766-1","vvs-55","766","Weil der Stadt - Dätzingen - Döffingen - Böblingen","3"
"vvs-31-768-1","vvs-55","768","Lehenweiler - Aidlingen - Gärtringen Bahnhof - Riedbrunnen","3"
"vvs-31-768a-1","vvs-55","768A","Schülerverkehr Döffingen - Aidlingen - Ehningen / Gärtringen","3"
"vvs-31-769-1","vvs-55","769","Weil der Stadt - Dätzingen - Döffingen - Sindelfingen - Böblingen","3"
"vvs-31-773-1","vvs-51","773","Deckenpfronn - Herrenberg","3"
"vvs-31-773a-1","vvs-51","773A","Herrenberg - Deckenpfronn","3"
"vvs-31-776-1","vvs-22","776","Altingen - Öschelbronn - Gäufelden","3"
"vvs-31-780-1","vvs-49","780","Herrenberg Hallenbad - ZOB - Nord - West - Kalkofenstraße","3"
"vvs-31-7803-1","vvs-26","780","Herrenberg Hallenbad - ZOB - Nord - West - Kalkofenstraße","3"
"vvs-31-782-1","vvs-49","782","Herrenberg ZOB - Ziegelfeld - Ehbühl - ZOB","3"
"vvs-31-783-1","vvs-26","783","Herrenberg ZOB - Polizeihochschule - Herrenberg ZOB","3"
"vvs-31-790-1","vvs-22","790","Mötzingen - Öschelbronn - Nebringen - Herrenberg","3"
"vvs-31-805-1","vvs-99","805","Bernhausen - Aich - Schlaitdorf - Altenriet - Walddorfhäslach","3"
"vvs-31-807-1","vvs-99","807","Aich Rudolfshöhe - Grötzingen - Harthausen - Bernhausen","3"
"vvs-31-808-1","vvs-99","808","(Schlaitdorf - Altenriet - ) Neckartenzlingen - Altdorf - Neckartailfingen - Aich - Bernhausen","3"
"vvs-31-808a-1","vvs-99","808A","Neckartenzlingen - Aichtal","3"
"vvs-31-809-1","vvs-99","809","Neuenhaus - Aich - Grötzingen - Harthausen - Bernhausen","3"
"vvs-31-809a-1","vvs-99","809A","Bonlanden - Grötzingen - Neuenhaus - Waldenbuch - Harthausen","3"
"vvs-31-811-1","vvs-26","811","Stetten (F) Erlach - Gewerbegebiet - Bernhausen","3"
"vvs-31-812-1","vvs-26","812","Bernhausen - Flughafen/Messe - Stetten - Bonlanden - Bernhausen","3"
"vvs-31-813-1","vvs-26","813","Bernhausen - Bonlanden - Stetten - Flughafen/Messe - Bernhausen","3"
"vvs-31-814-1","vvs-26","814","Bernhausen - Plattenhardt - Echterdingen - Musberg","3"
"vvs-31-815-1","vvs-26","815","Waldenbuch - Plattenhardt - Bernhausen","3"
"vvs-31-816-1","vvs-26","816","Ruit - Neuhausen - Bernhausen","3"
"vvs-31-816a-1","vvs-26","816A","Bonlanden - Bernhausen - Neuhausen (Schülerverkehr)","3"
"vvs-31-817-1","vvs-26","817","Neuhausen - Sielmingen - Bernhausen","3"
"vvs-31-818-1","vvs-26","818","Musberg - Leinfelden - Echterdingen - Stetten (- Bernhausen)","3"
"vvs-31-818a-1","vvs-26","818A","Musberg - Leinfelden - Echterdingen - Plattenhardt (Schülerverkehr)","3"
"vvs-31-826-1","vvs-26","826","Tübingen - Waldenbuch - Leinfelden","3"
"vvs-31-826a-1","vvs-26","826A","Leinfelden - Waldenbuch (Schülerverkehr)","3"
"vvs-31-827-1","vvs-26","827","Tübingen - Pfrondorf - Dettenhausen - Walddorf - Häslach","3"
"vvs-31-828-1","vvs-26","828","Tübingen - Waldenbuch - Echterdingen - Flughafen","3"
"vvs-31-901-1","vvs-74","901","Göppingen Lise-Meitner-Straße - Stauferpark - Friedhof - ZOB","3"
"vvs-31-901a-1","vvs-74","901A","Göppingen Roseggerweg - Hogy Bad - Stadthalle - ZOB","3"
"vvs-31-902-1","vvs-74","902","Klinik am Eichert - Göppingen ZOB","3"
"vvs-31-903-1","vvs-74","903","Göppingen Galgenberg - ZOB","3"
"vvs-31-904-1","vvs-74","904","Göppingen ZOB - Bartenbach - Hohrein Ortsmitte","3"
"vvs-31-905-1","vvs-74","905","Göppingen Christkönigskirche - Reuschkirche - ZOB","3"
"vvs-31-906-1","vvs-74","906","Jebenhausen Industriegebiet - Göppingen ZOB","3"
"vvs-31-911-1","vvs-152","911","Albershausen - Uhingen - Faurndau - Göppingen","3"
"vvs-31-911a-1","vvs-152","911A","Göppingen - Faurndau - Uhingen - Albershausen","3"
"vvs-31-912-1","vvs-152","912","Oberwälden - Wangen - Faurndau - Göppingen","3"
"vvs-31-912a-1","vvs-152","912A","Göppingen - Faurndau - Wangen - Oberwälden","3"
"vvs-31-913-1","vvs-152","913","Sparwiesen - Faurndau - Göppingen","3"
"vvs-31-913a-1","vvs-152","913A","Sparwiesen - Faurndau - Göppingen","3"
